Wavelength_nm,Reflectance,Transmittance,Absorbance
400.0,0.5235762435877295,3.033934617253175e-27,0.4764237564122705
410.00000000000006,0.5096818071786534,3.623983824862492e-27,0.4903181928213466
420.00000000000006,0.4949886143247912,5.465803159584973e-27,0.5050113856752088
430.00000000000006,0.5217067920817771,2.7524024471610445e-27,0.47829320791822294
440.00000000000006,0.5402620088151363,8.864383321124243e-28,0.4597379911848637
450.00000000000006,0.5453339942765897,5.5975121373334e-28,0.4546660057234103
460.00000000000006,0.5469593882141813,4.288691136792498e-28,0.45304061178581867
470.00000000000006,0.5478635320577487,3.6952686908320984e-28,0.45213646794225126
480.0000000000001,0.5483661851405585,5.485583422806343e-28,0.45163381485944154
490.0000000000001,0.548037768845456,1.25706895577066e-27,0.45196223115454404
500.0000000000001,0.5467089629874923,3.745853134181344e-27,0.4532910370125077
510.0000000000001,0.5438489371883729,1.348375060783886e-26,0.4561510628116271
520.0000000000001,0.5380279500908146,5.386563152426652e-26,0.4619720499091854
530.0000000000001,0.5269330996903541,2.412156482942615e-25,0.47306690030964593
540.0000000000001,0.5077578865195956,1.1962611847701678e-24,0.49224211348040436
550.0000000000001,0.48496358780595317,5.8218724063753035e-24,0.5150364121940468
560.0000000000001,0.4893517654220576,2.005927932558736e-23,0.5106482345779424
570.0000000000002,0.5266546114720844,4.3750660197317936e-23,0.47334538852791563
580.0000000000002,0.5568285250861533,7.828396974543644e-23,0.4431714749138467
590.0000000000002,0.5731600139301644,1.3994751461073842e-22,0.42683998606983564
600.0000000000002,0.5844499327911682,2.631520332428361e-22,0.4155500672088318
610.0000000000002,0.597015311603573,5.223335481896896e-22,0.402984688396427
620.0000000000002,0.6142636239680948,1.0733518819812677e-21,0.38573637603190525
630.0000000000002,0.6353137225484436,2.195264476080046e-21,0.36468627745155635
640.0000000000002,0.6563250710959676,4.339664137344394e-21,0.3436749289040324
650.0000000000002,0.672960295156026,8.196245135340355e-21,0.32703970484397404
660.0000000000002,0.6843966972720265,1.5016829260924045e-20,0.31560330272797354
670.0000000000002,0.6917260649800374,2.748247871088452e-20,0.3082739350199626
680.0000000000002,0.6965767019252679,5.0837110328468284e-20,0.3034232980747321
690.0000000000002,0.6997667402829834,9.523544946228841e-20,0.30023325971701664
700.0000000000003,0.7011440846417238,1.8040875095349535e-19,0.29885591535827616
710.0000000000003,0.7003219897335871,3.4535923858822193e-19,0.29967801026641294
720.0000000000003,0.6967289510964882,6.682155531806184e-19,0.30327104890351175
730.0000000000003,0.689798612503958,1.308280150859834e-18,0.310201387496042
740.0000000000003,0.6788646729999455,2.596490391633372e-18,0.32113532700005454
750.0000000000003,0.662900579738528,5.234209265038751e-18,0.337099420261472
760.0000000000003,0.6403516088024723,1.074206658644927e-17,0.3596483911975277
770.0000000000003,0.6088603446703349,2.258766585961012e-17,0.3911396553296651
780.0000000000003,0.5651296967673797,4.880244163120847e-17,0.43487030323262027
790.0000000000003,0.5056053801668089,1.0798460998304557e-16,0.494394619833191
800.0000000000003,0.4298508832219902,2.414403770319518e-16,0.5701491167780095
810.0000000000003,0.35095298687026816,5.268244310867307e-16,0.6490470131297313
820.0000000000003,0.31007012136930334,1.0509814834012768e-15,0.6899298786306957
830.0000000000005,0.3547035924172768,1.7654577249352226e-15,0.6452964075827214
840.0000000000005,0.4684327345948369,2.4342986655623616e-15,0.5315672654051606
850.0000000000005,0.5887680973806941,2.924136649401159e-15,0.4112319026193029
860.0000000000005,0.6809062233679057,3.292590904878071e-15,0.319093776632091
870.0000000000005,0.7429601495867169,3.754611236489907e-15,0.25703985041327937
880.0000000000005,0.7833495696511343,4.409675608100027e-15,0.21665043034886125
890.0000000000005,0.8098592403020808,5.253316699758596e-15,0.19014075969791397
900.0000000000005,0.8277014967621802,6.339325314488395e-15,0.17229850323781348
910.0000000000005,0.8400839569810999,7.749006088747738e-15,0.1599160430188923
920.0000000000005,0.8489390944814104,9.585594941899136e-15,0.15106090551858006
930.0000000000005,0.8554542877486807,1.1981520025572184e-14,0.1445457122513073
940.0000000000005,0.8603769272063941,1.5146787522752006e-14,0.1396230727935907
950.0000000000005,0.8642033518720075,1.9342781977273593e-14,0.13579664812797318
960.0000000000006,0.8672655722618327,2.4863247222971014e-14,0.13273442773814248
970.0000000000006,0.8697945148090448,3.1869294496593975e-14,0.13020548519092334
980.0000000000006,0.8719379619121181,4.0667935214013134e-14,0.1280620380878412
990.0000000000006,0.8737978675911017,5.164379107162239e-14,0.12620213240884667
1000.0000000000005,0.8754416827099346,6.528643166928794e-14,0.12455831729000011
1010.0000000000007,0.8769173568209166,8.213589362177704e-14,0.12308264317900121
1020.0000000000005,0.8782511466660402,1.0286161949473651e-13,0.12174885333385693
1030.0000000000007,0.8794461343767628,1.290101546324428e-13,0.12055386562310821
1040.0000000000005,0.8805012381875184,1.6228052836113322e-13,0.11949876181231936
1050.0000000000007,0.8814099272808197,2.0465854151529274e-13,0.11859007271897566
1060.0000000000005,0.8821585262950217,2.5877636372215916e-13,0.11784147370471955
1070.0000000000007,0.8827282088493752,3.2812310397078005e-13,0.11727179115029668
1080.0000000000005,0.8830964900993924,4.171225946606476e-13,0.11690350990019048
1090.0000000000007,0.8832377830341163,5.313664021275788e-13,0.11676221696535237
1100.0000000000005,0.8831353571769539,6.72074351419504e-13,0.11686464282237402
1110.0000000000007,0.8827797781938888,8.404091027336e-13,0.11722022180527084
1120.0000000000005,0.8821647046196918,1.0392617067217702e-12,0.11783529537926897
1130.0000000000007,0.8812827389326241,1.272109239870237e-12,0.1187172610661038
