Wavelength_nm,Reflectance,Transmittance,Absorbance
400.0,0.5163104668915146,7.78378668091382e-34,0.4836895331084854
410.00000000000006,0.5139671263996272,7.4036404485286594e-34,0.48603287360037284
420.00000000000006,0.5133706945662325,7.885745733349805e-34,0.4866293054337675
430.00000000000006,0.5119384076795815,7.772754703716695e-34,0.48806159232041846
440.00000000000006,0.5102977864248871,8.174935568167845e-34,0.4897022135751129
450.00000000000006,0.5090347455815933,1.3506025088770008e-33,0.49096525441840666
460.00000000000006,0.5079792035127156,2.1841653872308347e-33,0.49202079648728436
470.00000000000006,0.5074634402492612,3.285700157696591e-33,0.49253655975073884
480.0000000000001,0.5075620619574879,7.189703250751656e-33,0.4924379380425121
490.0000000000001,0.5078734924363484,2.1687249854488015e-32,0.4921265075636516
500.0000000000001,0.5084294858492517,7.740765538747983e-32,0.49157051415074826
510.0000000000001,0.5096712389132895,2.9515171338582197e-31,0.49032876108671053
520.0000000000001,0.5115798686921647,1.0983557026327224e-30,0.48842013130783535
530.0000000000001,0.5136915690852241,4.171943063411424e-30,0.48630843091477594
540.0000000000001,0.5158468791341964,1.6599414802158183e-29,0.48415312086580364
550.0000000000001,0.5183092973489141,6.67688861329693e-29,0.48169070265108593
560.0000000000001,0.5211843369052426,2.496747906337751e-28,0.4788156630947574
570.0000000000002,0.5238926395428566,9.132832367239212e-28,0.4761073604571434
580.0000000000002,0.5259737349309963,3.540959937336816e-27,0.4740262650690037
590.0000000000002,0.527328476164622,1.502874682648953e-26,0.472671523835378
600.0000000000002,0.5269863658277657,6.877865801193967e-26,0.4730136341722343
610.0000000000002,0.5234450963489883,3.4069375725164703e-25,0.4765549036510117
620.0000000000002,0.516243713868265,1.7796715052202016e-24,0.48375628613173505
630.0000000000002,0.5074620661835965,8.719246449599108e-24,0.49253793381640354
640.0000000000002,0.4991185168673632,3.5682314425059047e-23,0.5008814831326368
650.0000000000002,0.49263310027862756,1.1413935263304182e-22,0.5073668997213725
660.0000000000002,0.4877916328820463,3.037380533141632e-22,0.5122083671179537
670.0000000000002,0.4841764815021271,7.357035616562228e-22,0.5158235184978729
680.0000000000002,0.4814013882866743,1.7257774085741723e-21,0.5185986117133257
690.0000000000002,0.47936303581059436,3.998849325683949e-21,0.5206369641894056
700.0000000000003,0.4781821549136899,9.087476463657096e-21,0.52181784508631
710.0000000000003,0.4779266491255753,2.012640554260604e-20,0.5220733508744246
720.0000000000003,0.4785444756259825,4.325260978332478e-20,0.5214555243740175
730.0000000000003,0.47983864577780677,9.026355465544283e-20,0.5201613542221932
740.0000000000003,0.48150896014806943,1.8357545427831057e-19,0.5184910398519306
750.0000000000003,0.48319778384479806,3.6507530080328203e-19,0.5168022161552019
760.0000000000003,0.48453697275741847,7.122252674111391e-19,0.5154630272425815
770.0000000000003,0.48516284872501836,1.3725899216811355e-18,0.5148371512749816
780.0000000000003,0.4846969476223054,2.6238295111767513e-18,0.5153030523776946
790.0000000000003,0.4827732655234052,4.983887176636877e-18,0.5172267344765948
800.0000000000003,0.4790474041106252,9.422458229929021e-18,0.5209525958893748
810.0000000000003,0.47320394104120167,1.7758045903939788e-17,0.5267960589587983
820.0000000000003,0.4650156292454145,3.339681176241885e-17,0.5349843707545855
830.0000000000005,0.45444014260080917,6.189366142191087e-17,0.5455598573991908
840.0000000000005,0.4415865371811304,1.1090296965547727e-16,0.5584134628188695
850.0000000000005,0.42667440883851526,1.919456656714213e-16,0.5733255911614845
860.0000000000005,0.41011684053663877,3.2264591341891456e-16,0.5898831594633609
870.0000000000005,0.392543974287803,5.46019606356814e-16,0.6074560257121965
880.0000000000005,0.3746691616701666,9.28880197556508e-16,0.6253308383298325
890.0000000000005,0.35733905572825275,1.5542947255585766e-15,0.6426609442717457
900.0000000000005,0.3416689746060635,2.5526437129186174e-15,0.658331025393934
910.0000000000005,0.32906473724580254,4.1194267144554664e-15,0.6709352627541934
920.0000000000005,0.32116123678727276,6.531385907810825e-15,0.6788387632127207
930.0000000000005,0.31963505852758056,1.0160039020403712e-14,0.6803649414724092
940.0000000000005,0.3258686375374307,1.5510006313490857e-14,0.6741313624625538
950.0000000000005,0.3405429276772313,2.3210011653459094e-14,0.6594570723227454
960.0000000000006,0.36331778880730387,3.3963248081529056e-14,0.6366822111926622
970.0000000000006,0.3928774234293904,4.825211032880608e-14,0.6071225765705613
980.0000000000006,0.4271774847208009,6.663002850696714e-14,0.5728225152791324
990.0000000000006,0.46392356073456076,8.96876792810871e-14,0.5360764392653495
1000.0000000000005,0.5010031360158195,1.1815260589492507e-13,0.4989968639840624
1010.0000000000007,0.5367394074807829,1.5281415328361272e-13,0.4632605925190643
1020.0000000000005,0.5700077201007366,1.9467354509335744e-13,0.4299922798990687
1030.0000000000007,0.6001619423923481,2.4633973243944855e-13,0.39983805760740554
1040.0000000000005,0.6269392289300459,3.107133373105037e-13,0.37306077106964336
1050.0000000000007,0.6503300862423131,3.9117343135355717e-13,0.34966991375729567
1060.0000000000005,0.6704755751388979,4.922159555039437e-13,0.3295244248606099
1070.0000000000007,0.6875926146885825,6.198108217645738e-13,0.3124073853107977
1080.0000000000005,0.7019264133356272,7.814750376830199e-13,0.2980735866635913
1090.0000000000007,0.7137199867043172,9.866574908190997e-13,0.2862800132946961
1100.0000000000005,0.7232115788962237,1.2365908446276376e-12,0.27678842110253976
1110.0000000000007,0.7306322595738968,1.5325906607410725e-12,0.2693677404245706
1120.0000000000005,0.7361909069055657,1.879334927316786e-12,0.263809093092555
