Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageAct	StdAct	MaxAct	MinAct	AverageRetBuf	StdRetBuf	MaxRetBuf	MinRetBuf	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	FPS
62	0.46172455	1.2286544	0.94503903	-15.598198	3.4537816	51.288704	29.41231	99.0	0.0	0.42438513	0.92715585	0.94503903	-15.598198	0.12735766	0.071381174	0.3018028	-0.007187456	63000	-0.019232582	0.47360003	-0.00095445104	-0.0014809147	1.923261	-4.7880647e-05	0.0	4.0	175.30672883987427	228
63	0.4551166	0.91516066	0.9352759	-6.6371355	3.553648	49.559322	29.418097	99.0	0.0	0.3675362	0.83881676	0.9352759	-6.6371355	0.13667239	0.07226932	0.29081684	0.013534002	64000	-0.019219447	0.3803097	-0.0013082142	-0.0011807904	1.9219447	7.147979e-05	0.0	4.0	178.9028799533844	281
64	0.41989568	0.8504808	0.9367213	-6.416686	3.628821	54.128754	29.23665	99.0	1.0	0.34282804	0.77325773	0.9367213	-6.416686	0.14553748	0.07595089	0.30549854	-0.0010434315	65000	-0.019204011	0.32058233	-0.0013253919	-0.0009607002	1.9203999	3.559256e-05	0.0	4.0	181.66368103027344	364
65	0.5125176	0.6955337	0.9466293	-3.637717	3.2793522	50.871487	27.911497	99.0	0.0	0.42196012	0.646287	0.9466293	-3.637717	0.14854851	0.07778818	0.32890117	0.0031861216	66000	-0.019198745	0.25231844	-0.0017748396	-0.0013476424	1.9198761	-0.00020923567	0.0	4.0	184.86433696746826	314
66	0.4071454	1.5284276	0.9494512	-20.599325	3.7533631	46.533333	28.919197	99.0	0.0	0.28889224	1.7249137	0.9494512	-20.599325	0.1622359	0.08130923	0.33998886	0.007757798	67000	-0.019173607	1.4967023	-0.00077736937	-0.0006043017	1.9173629	1.9194129e-05	0.0	4.0	188.0861485004425	313
67	0.5509422	0.6125159	0.9494512	-5.11965	3.5431035	52.64681	29.478422	99.0	0.0	0.473298	0.5599689	0.9494512	-5.11965	0.1674271	0.083646566	0.3491272	0.027162306	68000	-0.019161433	0.20809962	-0.0018374524	-0.0016045645	1.9161465	-1.7032624e-05	0.0	4.0	190.9654757976532	349
68	0.48609102	0.7048982	0.94692034	-3.6146488	3.5869565	48.28326	28.927118	99.0	0.0	0.4161713	0.6393335	0.94692034	-3.6146488	0.17879044	0.08659285	0.3448583	0.013269894	69000	-0.019138979	0.23729962	-0.00191489	-0.001346536	1.9138963	6.365252e-05	0.0	4.0	193.71616554260254	365
69	0.5081437	0.9260456	0.9348832	-8.040067	3.497854	47.614407	29.23342	99.0	0.0	0.44456413	0.8130881	0.9348832	-8.040067	0.18489178	0.089122854	0.3784846	0.032579057	70000	-0.019124944	0.36672086	-0.0014753034	-0.0016400144	1.912498	-0.0004641781	0.0	4.0	196.56845116615295	352
70	0.4553354	0.7572678	0.9352233	-3.8635557	3.69163	45.048244	28.221436	99.0	0.0	0.39010233	0.6745792	0.9352233	-3.8635557	0.19773264	0.094872214	0.40555054	0.02788613	71000	-0.019095592	0.25002638	-0.0018781843	-0.0010895953	1.9095577	9.963894e-05	0.0	4.0	199.40535521507263	354
71	0.53589636	0.8875396	0.9352654	-11.124068	3.3677685	47.914288	29.677395	99.0	0.0	0.439958	0.8687654	0.9352654	-11.124068	0.1971545	0.09340866	0.4000644	0.03469903	72000	-0.019093733	0.41465938	-0.0014900779	-0.001292754	1.9093716	0.00016936971	0.0	4.0	202.3997311592102	336
