Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageAct	StdAct	MaxAct	MinAct	AverageRetBuf	StdRetBuf	MaxRetBuf	MinRetBuf	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	FPS
0	0.15998311	0.23669127	0.67753816	-1.0030149	3.8363636	49.245537	29.510706	98.0	0.0	0.13711408	0.23447728	0.67753816	-1.0030149	0.1111355	0.012654963	0.14532614	0.07554883	1000	-0.017895736	0.02799698	-0.0013298253	-0.00011757342	1.7895732	-5.513716e-05	0.0	4.0	3.401254177093506	294
1	0.14973512	0.24066317	0.6486248	-1.6793404	3.8190045	49.875	28.923584	99.0	0.0	0.12457996	0.22934724	0.6486248	-1.6793404	0.116616376	0.0128269475	0.1566243	0.08272964	2000	-0.017895825	0.026476454	-0.0010921024	-4.1856663e-05	1.7895827	5.333042e-05	0.0	4.0	6.920253038406372	285
2	0.14872667	0.24207126	0.7147562	-1.781575	3.7733333	49.33772	30.061268	99.0	0.0	0.12978974	0.24052721	0.7147562	-1.781575	0.12057879	0.012986909	0.1594138	0.089436926	3000	-0.01789499	0.029008511	-0.0009238869	-3.8710656e-05	1.7894977	-0.00010065126	0.0	4.0	11.172874927520752	236
3	0.12949854	0.23908865	0.66656655	-1.1126934	3.808889	50.649124	29.522955	99.0	0.0	0.09454797	0.23391567	0.66656655	-1.1126934	0.12192458	0.012660262	0.16344729	0.09126602	4000	-0.017894018	0.02792703	-0.00095248595	-6.507989e-05	1.7894024	-1.5749911e-06	0.0	4.0	14.800647020339966	279
4	0.12122203	0.31115457	0.7333569	-3.55665	3.6872246	47.329006	28.532429	99.0	0.0	0.09397843	0.32005352	0.7333569	-3.55665	0.12027464	0.012366307	0.15684898	0.08954286	5000	-0.017892912	0.05172816	-0.0005634073	-0.0001230347	1.7892921	-0.00010074425	0.0	4.0	18.663883924484253	261
5	0.12382958	0.3177746	0.7434419	-3.1230388	4.0140185	48.05963	28.989101	99.0	0.0	0.08919753	0.3353878	0.7434419	-3.1230388	0.11611879	0.01224785	0.15068363	0.082639694	6000	-0.017892234	0.056581102	-0.0005388083	-0.00015404122	1.7892263	0.00012576056	0.0	4.0	23.044978857040405	229
6	0.14867726	0.20463245	0.6699147	-0.6193014	3.7972972	53.34513	28.926292	99.0	0.0	0.13098894	0.21094687	0.6699147	-0.6193014	0.110230155	0.011798318	0.15124059	0.07503703	7000	-0.017890684	0.022518774	-0.00089394394	3.5572797e-05	1.789067	-3.9133076e-05	0.0	4.0	26.78909134864807	268
7	0.1677086	0.2349642	0.7826571	-0.8917126	3.7212389	48.930435	29.649612	99.0	0.0	0.12991905	0.22975636	0.7826571	-0.8917126	0.1073253	0.012335221	0.14573282	0.06688915	8000	-0.017889468	0.026667843	-0.0011198036	-3.1337142e-05	1.7889458	-2.990961e-05	0.0	4.0	30.532223224639893	270
8	0.16085498	0.23662117	0.7424108	-1.1176322	3.7589285	47.298244	28.736227	99.0	0.0	0.13948068	0.24721055	0.7424108	-1.1176322	0.10681984	0.011864221	0.14548562	0.07368553	9000	-0.017887857	0.030763924	-0.0009631142	-7.7772886e-05	1.7887859	-2.0651341e-05	0.0	4.0	34.31661057472229	266
9	0.13330811	0.24248694	0.66199523	-1.5938293	3.838565	47.924446	29.345127	99.0	0.0	0.10181394	0.24321404	0.66199523	-1.5938293	0.10973616	0.0118625695	0.14636686	0.07111672	10000	-0.017886955	0.02932506	-0.000909118	-1.535751e-05	1.7886951	9.418393e-05	0.0	4.0	38.00099730491638	273
