Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageAct	StdAct	MaxAct	MinAct	AverageRetBuf	StdRetBuf	MaxRetBuf	MinRetBuf	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	FPS
0	0.30841985	0.18337972	0.6903145	3.330669e-16	3.2777777	16.809525	11.223355	36.0	3.0	0.2628183	0.22187896	0.6903145	-0.02665424	-0.020867357	0.02232352	0.05000189	-0.07096861	100	-0.01606381	0.06428687	-0.002241794	-0.0017342432	1.6063783	-2.6760103e-05	0.0	4.0	0.46517181396484375	214
1	0.31015265	0.19920042	0.76444507	0.0	4.2777777	19.045454	9.147663	33.0	0.0	0.28590003	0.21395944	0.76444507	-0.009684045	-0.0054400545	0.017422544	0.03909281	-0.050521705	200	-0.016066015	0.06587133	-0.001217464	-0.0017949855	1.6066003	-3.5185818e-05	0.0	4.0	0.9484434127807617	208
2	0.2772839	0.18533373	0.589052	-0.05626558	3.6666667	20.25	11.211043	37.0	1.0	0.2575621	0.19516161	0.589052	-0.05626558	0.003661026	0.019554745	0.058772907	-0.040450588	300	-0.016064612	0.050841864	-0.0012922189	-0.0015225261	1.6064692	-0.00027203083	0.0	4.0	1.4371483325958252	205
3	0.32121563	0.25072524	0.81118697	0.0	4.375	19.95	11.918368	37.0	0.0	0.28915513	0.27014253	0.81118697	-0.03489849	0.006142044	0.020211047	0.06761713	-0.041417263	400	-0.016065747	0.07632046	-0.0009973338	-0.0017347746	1.6065735	0.0001116562	0.0	4.0	2.029170513153076	170
4	0.31154633	0.15565956	0.6186238	0.03473049	4.571429	16.0	12.390698	37.0	0.0	0.24375509	0.18012813	0.6186238	-0.02081532	0.014747863	0.022845037	0.07630515	-0.03282132	500	-0.016066365	0.042560212	-0.0011384329	-0.0013983976	1.6066308	0.00012207984	0.0	4.0	2.442340850830078	243
5	0.2486876	0.18871914	0.5816788	0.0	6.2727275	19.933332	12.260868	34.0	0.0	0.16298223	0.19209674	0.5816788	0.0	0.023714013	0.020546654	0.075546935	-0.02287136	600	-0.016066387	0.028172158	-0.0009865034	-0.0007318887	1.6066425	0.0005422974	0.0	4.0	2.8744499683380127	232
6	0.23951821	0.18274567	0.5735194	3.330669e-16	3.2105262	16.863636	11.030105	34.0	0.0	0.25377727	0.19409244	0.5735194	3.330669e-16	0.026283842	0.017655859	0.07884126	-0.0008744821	700	-0.016065449	0.044366457	-0.00049845874	-0.0011955942	1.6065402	-0.00020643235	0.0	4.0	3.3476998805999756	212
7	0.20955874	0.27844772	0.77958536	-0.46754497	3.3125	14.7	9.905049	33.0	0.0	0.14389817	0.3225262	0.77958536	-0.46754497	0.032721788	0.022454351	0.099643394	-0.015945075	800	-0.01606603	0.058960944	-0.0007535033	-0.00049058197	1.6065986	0.00012411117	0.0	4.0	3.8715994358062744	192
8	0.27481517	0.10213134	0.4409707	0.13752922	5.0	16.4375	9.675799	32.0	0.0	0.23308761	0.14115871	0.4409707	0.04175511	0.043863364	0.022238648	0.092539646	-0.007945644	900	-0.016066507	0.028330479	-0.001007013	-0.00088987907	1.6066523	-4.51994e-05	0.0	4.0	4.406035900115967	188
9	0.33568853	0.12664747	0.6575767	0.13807476	4.5625	16.45	9.87155	36.0	0.0	0.3206333	0.12901007	0.6575767	0.03757938	0.043375883	0.017755616	0.092360854	0.0109064095	1000	-0.016067948	0.04663885	-0.0010996088	-0.0015578265	1.6068025	0.00047156334	0.0	4.0	5.000385522842407	169
10	0.2552724	0.22752954	0.68176967	-0.015439037	3.4285715	22.4	9.674709	37.0	3.0	0.33667293	0.23997664	0.68176967	-0.015439037	0.05329686	0.021482589	0.1079074	0.017430184	1100	-0.016064644	0.06792945	-0.0005265698	-0.0018484741	1.6064539	-0.00040942192	0.0	4.0	5.565010070800781	178
11	0.20734498	0.22459272	0.70150137	0.0	3.4	18.208334	10.988552	35.0	2.0	0.21321976	0.21751957	0.70150137	0.0	0.063427456	0.025521914	0.13524704	0.017429963	1200	-0.016065527	0.034129746	-0.00064994395	-0.0008491464	1.606554	-0.00015511512	0.0	4.0	6.186736583709717	162
12	0.27020484	0.17939356	0.62337565	3.330669e-16	3.5	16.916666	10.523453	35.0	0.0	0.27307984	0.1787773	0.62337565	3.330669e-16	0.065635994	0.027244298	0.12744126	0.012614924	1300	-0.016064815	0.03735514	-0.0009121634	-0.0011250812	1.606482	-8.447647e-05	0.0	4.0	6.7805445194244385	170
13	0.22051944	0.21185029	0.6129797	0.0	7.0	19.2	8.059776	30.0	6.0	0.1372955	0.18792449	0.6129797	0.0	0.08252056	0.024318684	0.14167392	0.042271916	1400	-0.01606515	0.020452814	-0.0011535622	-0.00019189512	1.606519	0.00034780026	0.0	4.0	7.11961030960083	296
14	0.23329026	0.16445157	0.617786	0.0	4.0555553	18.90909	9.917428	35.0	4.0	0.28913543	0.17788723	0.617786	0.0	0.07692034	0.024501268	0.13844196	0.02167329	1500	-0.016064689	0.037586596	-0.0005615447	-0.0009911	1.606468	5.3701384e-05	0.0	4.0	7.510153293609619	257
15	0.33057338	0.17383799	0.57271796	3.330669e-16	5.5384617	14.3529415	10.391972	35.0	0.0	0.34615138	0.16606623	0.57271796	3.330669e-16	0.087372296	0.024383869	0.14214197	0.04180866	1600	-0.01606398	0.046473876	-0.00060583325	-0.0015513478	1.6063982	0.00020015717	0.0	4.0	8.00121021270752	204
16	0.19736135	0.20203878	0.6365282	-0.068237975	6.6666665	12.4375	9.669338	34.0	1.0	0.1369344	0.17601702	0.6365282	-0.068237975	0.10061033	0.030463934	0.17669094	0.055780273	1700	-0.016062751	0.017036442	-0.00083737867	-0.00011143251	1.6062706	0.00026839256	0.0	4.0	8.454367637634277	222
17	0.36103147	0.21567823	0.6700402	0.03512237	5.4615383	14.8	10.820968	37.0	1.0	0.386631	0.20727925	0.6700402	0.03512237	0.10728142	0.030582005	0.17113835	0.0431009	1800	-0.016062973	0.06004353	-0.00058981683	-0.0015219068	1.6062963	8.558274e-05	0.0	4.0	8.860598087310791	247
18	0.3101498	0.19056767	0.69122046	3.330669e-16	4.0	19.666666	13.043274	36.0	1.0	0.35916156	0.1827647	0.69122046	3.330669e-16	0.1045267	0.03007453	0.17156042	0.066149496	1900	-0.016061515	0.047926903	-0.00080309063	-0.0016305316	1.6061618	-3.7279126e-05	0.0	4.0	9.277733325958252	240
19	0.18844752	0.1654056	0.61921704	-0.023927968	2.826087	21.777779	11.672484	37.0	1.0	0.16119732	0.15943763	0.61921704	-0.023927968	0.10753506	0.032042753	0.17938381	0.062019035	2000	-0.016063362	0.015459055	-0.0008654855	-0.00017832592	1.6063421	-0.00019280911	0.0	4.0	9.791661977767944	195
20	0.28173852	0.22506058	0.7376537	3.330669e-16	4.0555553	18.809525	10.590287	36.0	0.0	0.33884215	0.189467	0.7376537	3.330669e-16	0.12297651	0.03842756	0.19402285	0.060461048	2100	-0.016062215	0.039790303	-0.0006372221	-0.0011428718	1.6062341	-0.0005372715	0.0	4.0	10.203958988189697	243
21	0.2593061	0.2388163	0.89915735	0.0	4.266667	15.166667	8.294911	32.0	0.0	0.31188202	0.2841894	0.89915735	0.0	0.13296494	0.036536735	0.21773407	0.07837086	2200	-0.016063986	0.055240672	-0.00069715106	-0.0010670198	1.606403	-0.00020205497	0.0	4.0	10.618293523788452	242
22	0.3554521	0.21919951	0.85262084	0.0	4.1666665	22.181818	11.424202	36.0	2.0	0.36641136	0.206261	0.85262084	0.0	0.13215007	0.037734006	0.21066533	0.08243588	2300	-0.016061433	0.047594015	-0.0011047889	-0.0014174918	1.6061532	2.6121132e-05	0.0	4.0	11.033088445663452	242
23	0.3327999	0.22187975	0.6846379	3.330669e-16	3.6111112	17.636364	10.3946905	34.0	0.0	0.35577992	0.20326582	0.6846379	3.330669e-16	0.14266713	0.039835405	0.22308642	0.072357886	2400	-0.01606337	0.04244347	-0.0009629312	-0.0013895044	1.606333	-0.0001449585	0.0	4.0	11.432939767837524	251
24	0.35522905	0.18733734	0.640525	0.0	4.2941175	20.47619	9.50999	37.0	3.0	0.33361885	0.20670539	0.640525	0.0	0.14557478	0.041724976	0.22545451	0.07887381	2500	-0.016061142	0.03974112	-0.0008078888	-0.0011264058	1.6061113	-0.00045458792	0.0	4.0	11.845582962036133	244
25	0.25758672	0.18940492	0.6654449	3.330669e-16	3.4285715	19.92	10.236875	37.0	0.0	0.28126958	0.17213297	0.6654449	3.330669e-16	0.15118729	0.04323947	0.25086373	0.08981621	2600	-0.01606226	0.022295084	-0.00086157955	-0.00073359127	1.6062298	6.349562e-05	0.0	4.0	12.268640041351318	237
26	0.29434094	0.21795094	0.6269111	3.330669e-16	3.6666667	19.227272	10.612737	35.0	3.0	0.3499056	0.18865009	0.6269111	3.330669e-16	0.16211194	0.045222297	0.2498711	0.09892925	2700	-0.016061604	0.034207344	-0.0009065084	-0.0010938449	1.606155	-0.00015784263	0.0	4.0	12.646281242370605	266
27	0.22973725	0.21779798	0.7731618	0.0	3.3333333	16.24	11.703948	37.0	0.0	0.26075763	0.18809983	0.7731618	0.0	0.16867626	0.046051957	0.26644138	0.10454993	2800	-0.01606128	0.021433517	-0.0012437515	-0.00045389286	1.606132	0.00021696568	0.0	4.0	13.064546585083008	240
28	0.30307972	0.20470773	0.64236665	0.0	4.625	14.95	8.777671	36.0	1.0	0.30545813	0.19895828	0.64236665	0.0	0.18485907	0.049073476	0.2673767	0.108289376	2900	-0.01605995	0.027242715	-0.00080693327	-0.000531015	1.6059961	-2.0546911e-05	0.0	4.0	13.452414751052856	259
29	0.34747258	0.15288365	0.62368214	3.330669e-16	4.9166665	21.375	9.5973625	34.0	3.0	0.34771547	0.13438073	0.62368214	3.330669e-16	0.19641237	0.048517898	0.2793227	0.11165911	3000	-0.01605837	0.02092924	-0.0004237555	-0.0007544402	1.6058351	-0.00034946442	0.0	4.0	13.847537517547607	254
30	0.2189955	0.17078866	0.48947746	0.0	4.714286	13.5	9.099756	31.0	1.0	0.24403529	0.15582412	0.48947746	0.0	0.19673473	0.051814336	0.296235	0.115149215	3100	-0.016057447	0.013620764	-0.001024928	-0.00016669335	1.605747	7.690428e-05	0.0	4.0	14.210412502288818	277
31	0.35729975	0.20754823	0.7343309	3.330669e-16	4.923077	14.0	8.798396	29.0	0.0	0.38982764	0.17240664	0.7343309	3.330669e-16	0.20544463	0.05173443	0.3119232	0.11813743	3200	-0.016055942	0.030891381	-0.00068724714	-0.0008982342	1.6055892	0.0003617096	0.0	4.0	14.594780683517456	261
